Ras Gamila Beaches,2018-01-30 20:11:02.697,A great beach. The Coral Reef is near the coast. Very different corals and a diverse marine world. Excellent snorkeling. There is a slight current. There are several five star hotels in the area. It is close to the villa area of Sharm el-Sheikh,6.8,8.1,8.9,5,7.1,8.8,9.2,8.1,2.4,8.2,9,9.1,0,9.3,0,9
Ras Nasrani Beaches,2018-01-30 21:10:58.787,The beach is maintained by the Melton Beaches Resort. The Coral Reef is near the coast. Very different corals and a diverse marine world. Excellent snorkeling. There is a slight current. It is close to the villa area of Sharm el-Sheikh.,6.4,7.9,9.1,5.3,5,8.9,8.4,7.3,1.4,8.1,9,8.9,0,8.8,0,8.4
Ras Nasrani Beaches,2018-01-08 14:56:34.537,Easy access to the coral wall on the pontoon of the Melton Beach Resort. Very good coral reef. There are sections of dead coral. The sea current may be moderately strong with a changing direction. Around the pontoon is relatively protected by the prevailing northern winds and is pleasant for snorkeling. Ras Nasrani is a famous diving spot and here often stop boats with tourists for snorkelling and diving.,6.5,8,9,4,7,9,9,8.8,2,8,8.3,8,0,8,0,8
Montazah-Laguna Beach,2018-01-08 15:08:58.220,"Wild beach. There are unfinished hotel buildings around. It's dirty everywhere on the beach. The lagoon is very shallow in front of the beach. Along the shore, entry into the water in most places is on the sand. After 5-10 meters, the sea bottom is dotted mainly with stones and small corals. It's not good for bathing in the water and snorkeling.",3.8,5,1.5,3,8.5,1,6.5,6,5,4,4,4,1,5,0,2
Irakli Beach,2018-01-08 15:42:27.373,"This amazing place combines the beauty of the wild and the seashore. Only a few meters from the sea stretches a thick forest where visitors often have their own tents. The beach of Irakli is long and wide. From the entrance, the sand is fine and yellow. The more southward to the village of Emona a man goes, the sand becomes bigger and gradually becomes gravel. Nearby there are restaurants where you can buy food and hot drinks. The beach is visited by nudists, who are mainly located in the southern part of the strip.",4.7,8.2,6.5,5,5,6,1.5,8.5,8,1,0,0,2,8.5,5,5
Irakli Beach,2018-02-03 23:21:10.373,"It's been a long time since I've last been there, so take this with a grain of salt. Very windy, with turbulent waters. Few people.",4.2,5.4,5.5,6.6,7.9,0.8,2.7,6.6,5.6,0.5,0,1.3,5.3,7,6.7,0.8
Elenite Beach,2018-01-08 16:03:42.687,Amazing place.,4.8,8,8.5,5.5,3,9,2,8,7.5,1,0,0,2,8.5,0,9.5
Veleka Beach,2018-01-08 16:22:18.373,One of the most beautiful beaches in Bulgaria.,5.7,8.5,7.5,8.9,4,8.5,1.5,7.5,8.5,1.5,0,0,9,8.8,1.5,9.3
Butamyata Beach,2018-01-08 17:30:25.390,Very nice beach surrounded by north and south with rocky shores and areas suitable for underwater fishing. The water is clean and the bottom is suitable for children,5.2,8,7.5,5,3.5,9,2.5,8.5,8,1.6,0,1,8.5,6,0,9
Lipite Beach,2018-01-08 17:39:46.660,"Lipite Beach is located near the village of Sinemorets. The beach is located in a beautiful, small bay, preserving beauty and wildlife. It is surrounded by beautiful hills and forest, making it a very attractive place. Next to it is a trail starting from the southern end of Butamyata Beach. There is also a road to a car, but if your car is not 4x4 you can save yourself this experience. In addition, visits by the Border Police and fines for parking on the territory of Strandja Park are possible. The road on foot is far healthier and is suitable for inexperienced tourists and children. It will take you twenty minutes to walk through the paths and get to Lipite beach. At the southern end of Butamia Beach you will see the paths that pass over the rocks. Lipite Beach is an amazing place. Small, sheltered between the trees with exceptionally clean and fine sand. Practically, these twenty minutes of passage refuse more lazy tourists and visitors to Lipite enjoy true tranquility and seclusion. Here are missing hotels and any buildings that disturb the beachmen.",4.4,8,6,7,7.5,0,1.5,8.5,8,1.5,0,0,8.5,8,1,1
Listi Beach,2018-01-08 17:48:45.863,"If you have never seen a deer or deer in its natural environment, you will have the opportunity here. About 4 kilometers south of Sinemorets is Lisi Beach. It is only a short walk away, and the road runs along the goat's path along the coast. This makes it less visited by tourists and especially attractive for those of you who are looking for the ultimate seaside relaxation. It is about 400-500 meters long with slight breaks of rocks reaching the seawater.",4.5,7.5,5.5,7.5,8.5,0,2,8.5,7,1.5,0,0,8.5,8.5,2,1
Silistar Beach,2018-01-08 18:40:02.173,One of the best beaches in Bulgaria.,5,8.5,8,8.5,5,2.5,3,8.5,8.5,2,0,1.5,9.5,9.2,0,0
Ahtopol Beach,2018-01-09 14:26:56.787,"Nice beach with wide beach. A seabed suitable for young children. In some places its bottom is covered with small round stones, which makes walking a bit awkward.",5,7.5,7.5,4,1,9,2,7.5,5,1.5,0,0,8,5,8.5,9
Nestinarka Beach,2018-01-09 14:54:31.923,"Nice beach with fine sand, well maintained and clean. It becomes a bit more turbulent to the sea, starts to throw away seaweed. The beach is quite shallow and suitable for children. In the bay is also the waves are small.",4.6,8,8,4,3.5,8.5,2,7,6,1.5,0,0,7,5,0,9
Varvara Beach,2018-01-09 15:10:25.147,"The beach is small and quite rocky. The bay is quiet and beautiful, for people who want to see the seabed and love to dive is wishful.",4.5,5,6,6.5,6,1,3,8.5,3.5,2,0,2,9,7.5,1,7
Arapya Beach,2018-01-09 15:40:36.270,A small and very beautiful bay with a beach! A favorite place for many people. The result is - overcrowded beach. Purity is not supported at level. The water at sea is not very clean. Pretty algae.,4.5,7.5,4,6,0.5,6,1.5,4,7,1,0,1,8,5,7.5,8.5
Oazis Beach,2018-01-09 16:11:56.407,"Clean, calm and well-kept beach! Wide sandy beach. Offers opportunities for all kinds of tourists.",5.4,8,8,4,5.5,9,2,8.5,7.5,1,0,0,7,6,7,7.5
Coral Beach,2018-01-09 16:35:00.523,"The beach is long and wide. There is a forest around it. There is both a guarded and unguarded beach. There is a school for water and extreme sports on the beach. There is a possibility of staying in a hotel and camping, or in a tent or camper.",5.5,8,7,6.6,5,7.5,2.5,7.5,7.5,1,0,0,5,7.5,8,8.8
Lozenets Beach,2018-01-09 17:00:33.503,"The biggest and bustling beach in Lozenets. The spacious beach is covered with fine sand. This is the most visited and popular beach, favorite place for many tourists. Here you will find many pubs, bars, nightclubs, children's places, and surf school",4.4,8,7,3.5,1,9,2,7,8.5,1,0,0,5,5,0,9
Kiten - South Beach,2018-01-09 17:34:43.933,The beach is wide and spacious but is often full of people. The sand is fine and relatively clean. Around the beach there are places to buy food and drinks. Overnight stays are available both in the campsite and in different hotels in the city and at the homes of people offering rooms for rent.,4.8,8.5,7,4,0.5,9,2.5,7.5,9.5,1,0,0,3,6,5,9
Atliman Beach,2018-01-09 17:48:38.573,"The beach is situated on a beautiful bay in the northern part of Kiten. The beach is extremely beautiful with fine golden sand and blue, warm seawater. It is surrounded by wooded vegetation. The bay is seldom excited. Around the beach there are many hotels, bungalows, restaurants. Minus is that during the active season, the beach is overcrowded.",4.3,8.3,5,5,0.5,8.5,2,7,8.8,1,0,0,3,6.5,0,9
Atliman Beach,2018-02-03 23:15:45.593,"A very long beach. Excellent for swimming/running. I've only been there off-season, though.",4.4,5.3,5.3,5.6,4.5,4.3,4.5,5.6,7.9,1.3,0,0.9,1,8.5,NULL,7.4
Primorsko Beach-South,2018-01-09 18:43:50.513,The beach is quite impressive. Its length is more than 2 km. He is filled with people in the summer. The sand is very clean.,5,8.8,7.5,4.5,4.5,8.4,2.5,8.5,9.6,1,0,0,2,8.7,0,9.5
Primorsko Beach-North,2018-01-09 18:55:48.957,Lovely beach. Pure sand. Amazing dunes.,5.1,8.9,7.7,5,3.5,9.1,2.6,8,9.6,1,0,0,2.6,8.7,0,9.3
Primorsko Beach-North,2018-02-03 23:18:56.663,"It's quite a long beach. I always remember it windy, but it's bearable. The sand dunes are quite interesting. Quite suitable for running/swimming.",4.1,6.4,4.9,3.8,4.9,5.2,6.4,6.6,6.2,0.4,0,0,2.2,6.2,2.3,5.5
Pasandigan Beach,2018-01-10 12:31:19.390,A nice long beach divided into two parts by a small rocky stretch and with majestic rocks behind it. The beach has a guy who is friendly.,6.8,9.3,8.3,8.5,9.3,0,9,9,9,5,5,5,10,8,5,1
Papaya Beach-El Nido,2018-01-10 12:58:24.227,"Papaya Beach - beautiful, clean .... real tropical paradise.",6.6,9.3,7,9,7,2,8,7,6,6,6.5,6.5,10,5,6,4
7 Commandos Beach-El Nido,2018-01-10 13:16:31.007,A nice but often crowded beach. Here boats stop with picnic tourists.,6.2,9,7.5,7.5,6,7,7.5,7,8.5,4,4,4,10,5.5,0,6
Ipil Beach-El Nido,2018-01-10 14:15:59.220,"The Karst Mountains rising behind Ipil Beach provide a dramatic backdrop to a beautiful white sand beach. ",6.2,9.5,8,10,9.3,0,7.5,9,8.5,4,4,4,10,7.5,1,0
Paradise Beach,2018-01-10 14:30:34.660,"The beach is great, easily accessible if you rent a kayak and ... surprisingly deserted.",6.3,9,8,10,9,0,8,8,9.5,5,5,5,10,8,0,0
Corong Corong Beach-El Nido,2018-01-10 15:36:10.067,"Terrible dirty beach, mostly in the northern part. Gradually going south makes it a little cleaner, it's generally miserable.",3.1,4,0.1,9,5.5,5,3,1.5,6.5,2.5,0.1,0,8.5,0.5,0,1
Marimegmeg Beach-El Nido,2018-01-10 15:58:50.067,Average beach quality.,4.9,7.8,7,8.7,6,3,5,7.5,8.5,3,0.5,0.5,7,7,0,2
Pinagbuyatan Island Beach,2018-01-10 16:31:53.283,Nice island with impressive rocks. Charming beach.,5.9,9.2,7.5,8.5,9,1,9,8.3,9,4,4,4,9.3,6,0,0
Port Barton Beach,2018-01-10 18:00:34.983,"Beach visually and the picture looks good, but: On the beach of Port Barton, the dogs are far more than humans. Their outflows are everywhere and are thoroughly cleaned by ... tides. Only two or three of the front line resorts are trying to clean the sand in front of them. The water at sea in front of Port Barton's beach is rather cloudy and dirty at times, since at least 3 places at sea are infused with not very clear waters. In the northern part of the town, this is best seen, as there are hundreds of poor Filipinos lying on the shore lying on the shoreline, whose wastewater is poured out ... you know where.",4.4,7,3,6,7,7,2,3.5,8.5,2.5,0,0,8.5,5,0,6.5
White Beach-Port Barton,2018-01-10 18:23:00.130,Nice beach,5.4,8.3,7.5,6.5,8.5,5,5,7.5,7.5,4.5,1.5,1.5,8.4,5,0,4
Inoladoan Island Beach,2018-01-10 18:54:50.837,"Lovely beach. Turtle watching in clear water. ",6.9,9.1,8.8,8.7,8.5,1,9,9,9,7,5.3,6.3,9.7,3.5,7,1.5
Pristine Beach-Puerto Princesa,2018-01-10 20:56:42.370,Extremely unpleasant place.,1.9,3.5,0.5,0.5,5,5,1,1,8.5,0,0,0,0,1,0,2
Dayang Beach,2018-01-10 22:01:22.670,"Very nice beach. Blue warm sea, coral, fish, coconut palms. The coast here is relatively steep, so tides are almost unrecognizable. Relatively strong currents parallel to the shore occasionally appear.",7.1,7,7,6,6.5,5.5,8,8,8,7,7.3,7.3,7,7,7,7.5
San Remegio Beach,2018-01-11 07:19:22.503,"Nice beach. Far from civilization. Good camping. Blue warm sea, good coral reef, fish, coconut palms.",6.8,6,6,6,7.5,6.5,8,8,8,6,6,6,6,5.5,8.5,7.5
Isla Reta Beach,2018-01-11 07:43:08.413,The beach sand at Isla Reta Beach Resort is fine and very nice. The shore is steep enough and there is no problem with access to water at low tide. The bottom of the shore is mostly sandy and the water is surprisingly clean despite the proximity of the resort to the Santa Kruz fishing village.,6.3,8.8,8.5,5,5,6.5,8,7,8.5,3.5,3,3.5,6.5,5,8,7
Linosutan White Sand Beach,2018-01-11 08:01:07.697,"The Coral Garden here is located just off the coast. Just about 100-150 meters from the shores of Liposutan Beach and at a depth of 1 to 4 meters lies this incredibly beautiful coral garden. Corals here are certainly over 100 species, and fish even more species. There is no way to describe in words what lies beneath the water. An incredible variety of shapes, colors and species living in harmony. Some corals are stunningly large in size. This natural wealth is also very preserved. Rare corrupted by human hand is rare.",6.2,8.5,4,4.5,9.5,0,7,8.5,8,5,9,9,4,8,1,6.5
Kaputian Beach,2018-01-11 08:11:56.483,A rather unpleasant beach. It's pretty dirty around.,3.4,8,3.5,3.5,2,7,6,2,7,3.5,0,0,3,2,1,3
Penaplata Beaches,2018-01-11 13:30:05.193,Good sand. Dirty sea water.,3.4,8,7.7,3,5,8,1.5,1.5,8.5,1,0,0,1,1,0,5
Canibad Beach,2018-01-11 13:45:22.547,"Canibad Beach watched high by some suitable View Point looks really cool. At high tide, the beach of Canibad Beach remains very small and even absent from any of the eight local Resorts. Some of the resorts have quite impressive names, but they are actually quite miserable. The beach is not clean.",3.9,5,3.5,4.5,9.5,5.5,6,2.5,4,3.5,3,3,2,3.5,2.5,1
Talisay Beach,2018-01-11 14:28:08.560,On the beach under the shadows of the palm trees is full of various fishing boats and here we are in some fishing house.,3.5,6,0.5,2,6.5,0.5,7,5.5,4,4.5,4.5,4.5,4.5,1.5,0.5,0
Isla Jardin Del Mar Beach,2018-01-11 15:46:37.603,"Sea water and beach. Almost perfect! Beautiful sand, a long beach, clean sea water, a lovely coral garden underwater full of life.",7.5,9,9.2,7,6,7.8,9,9.3,7,7,8,8.2,0,7.5,9.5,7.5
Salonikios Beach,2018-01-11 16:21:08.513,Perfect beach. Good for diving and jumping. The water is very clean.,4.6,6,5.5,6.5,6.5,1.5,6,9,4.5,3.5,0,2.5,8,5,3.5,1
Trypiti Beach,2018-01-12 15:44:22.277,"Pure water, nice sand on the beach and in the water.",5.3,7.3,8.5,4.5,6.5,8,6,8.5,4.5,3,0,3,4,6.5,0,8.5
Orange Beach,2018-01-12 16:50:56.567,"Super beautiful place! The beach is unique, small is overpopulated. The water is sky blue.",4.2,5,5,8.3,2,1.5,6,8,4.5,3,0,2.8,7.5,2,3.5,3.5
South East Beach,2018-01-12 17:19:43.440,A small wild beach. In front of him one of the two best coral reefs in the area.,5.1,8,8,7,6,0,7,10,6.5,7,8.1,8,0.5,0,0,0
Monkey Beach,2018-01-12 17:29:34.373,A small wild beach with many monkeys. Here travelers come to enjoy them.,4.7,7,8,5.5,7.5,0,6,9,8,6,6,6,0.5,0.5,0,0
Ko Lugoi Beach,2018-01-12 17:44:34.933,A small beautiful island. There are many boat tourists here to enjoy. Almost anywhere around the island there is a good coral reef suitable for snorkeling.,5,9.1,8,7,5,0,7,9,8.1,7,7,7,0.5,0.5,0,0
Black stone Beach,2018-01-12 17:55:17.870,The whole beach is covered with black stones,3.1,0,6,6,2,0,6,7,1,5.5,6,6,1,0.1,0,0
Ko Hin Ngam-Snorkelling spot,2018-01-12 18:02:10.743,NULL,6.7,NULL,NULL,NULL,NULL,NULL,7,9,1,7,8.2,8,NULL,NULL,NULL,NULL
Cha Bang snorkelling spot,2018-01-12 18:08:41.693,Average quality snorkeling area.,5.4,NULL,NULL,NULL,NULL,NULL,7,9,0,5,5.7,5.4,NULL,NULL,NULL,NULL
Sunrise Beach North,2018-01-12 18:23:50.693,The best beach on the island.,6.7,9.1,8,5.5,5,8.1,7,9,10,4,5,5.5,8.7,7,0,9
Sunrise Beach South,2018-01-12 18:38:06.293,"Too many boats are accustomed to the beach. In front of it, the coral reef is good for snorkeling.",5.7,9,5,5,1,8,6,5,9,4,6.2,6,9,4,0,9
Sunset Beach,2018-01-12 18:49:45.967,"Nice beach. Sand and sea water, however, are not clean enough.",5.6,8,5,5,3,8,6,7,6,4,4.2,4.2,9,4,1,9
Long Bay Beach,2018-01-12 19:00:50.317,"Nice beach. ",5.7,8.1,5.7,5,5,8,6,8,6,4,3.3,3.8,9,5,0,9
Pattaya Beach,2018-01-12 19:09:02.670,The beach is overlooking a sandy pedestrian street and a harbor. Overcrowded.,4.6,9.1,6,5,0,8,6,5,9.4,2,1.8,1.6,3,4,0,8.5
Lamai Beach,2018-01-12 19:30:59.917,Cloudy water. There are two rivers flowing here and putting into the sea all kinds of debris.,4.1,8,6,4,1.5,10,2,4,8,1.3,0,0,1,6,0,10
Coral Cove Beach,2018-01-13 06:49:45.970,Nice beach,3.9,7.2,5,6,2.5,6,3,5,7,2,1,1,2,2,0,9
Silver Beach,2018-01-13 07:01:56.343,"The amazing secluded beach in Samui. However, nearby resorts are guiding their waste to the sea and that is leading to a very dirty stretch on this already very small beach.",4.6,8,7,6.3,3.3,6,3,5,7.5,2,1,1,5,5,0,8.6
Caweng Beach,2018-01-13 07:24:08.163,"Very crowded beach, not a good place to relax and enjoy the view.",3.8,8,5,3,1,10,2,4.1,8.3,1,0,0,1,3,0,10
Maenam Beach,2018-01-13 07:53:41.560,Slightly sandy bottom beach. Suitable for young children.,4.3,7.2,5,4.2,2.5,9,2,4,8.4,5,1,0,1,5,0,10
Bophut Beach,2018-01-13 07:57:33.463,"Nice beach with a view of Koh Phangan. However it's full of bars and restaurants, no intimacy and no getaway from the noise. This side of Samui is very touristy and expensive.",3.7,6.8,6.2,2,3.3,9,1.5,4,6.5,1,0,0,1,5,0,9.3
NP Camp Beach,2018-01-13 17:59:50.393,"The beach of photos looks very good. Even impressive. However, the reality is slightly different. The campsite behind the beach has a very good infrastructure. It is suitably maintained by at least 25 people. In fact, some of them control the basic daily flow of tourists to various places in the national park, including the lake on the neighboring island and the organized kayaking. The problem with the campsite is that it is located just in a wider gully, in the middle of which runs a small creek. Visibly, the water from the baths flows into this river, and it is in the sea of ​​the beach where the tourists have organized ... snorkeling. Waste water from the toilets and restaurants quite hidden, but understandably also fall into the sea. It happens that the currents in a strange way do not treat these dirt somewhere in the broad sea, but they stay at the northern end of the beach. As a result, a small stinking pond is formed along the coast at one end of the beach, and water in the sea can be described as tragically unpleasant. On a picture, however, the beach looks incredibly well and is a perfect lure for tourists.",4.5,8.1,7.2,8.5,3.5,6,2,7,6,2,1,0.5,7.8,3,4,1.5
Mai Ngam Beach,2018-01-13 19:08:58.110,"The beach is radically different in high tide and at low tide. At high tide it is wonderful to swim in the bay. At a low tide, you need to walk about 400 meters to get a good swim depth. The Coral Reef is about 500 meters from the shore.",6.8,9.2,8,7.5,6.5,6,7,8.8,6,4.5,3,5,6,7,9,8
Mai Ngam-Snorkelling spot,2018-01-13 20:47:44.857,Average quality snorkeling. Coral reef is easily accessible from Mae Ngam Beach.,5,NULL,NULL,NULL,NULL,NULL,7,8.3,0,5,5,5,NULL,NULL,NULL,NULL
Navi Base Beach,2018-01-13 21:14:19.153,"Lovely beach. Beautiful seawater. Camping - Ao Mai Ngam -1км. ",6.7,9.1,7.8,8,9.1,0,7,9,9,5,3,5,5,7.5,8,7.5
Chong Khad Beach,2018-01-13 21:33:30.073,Nice beach. Camping. Restaurant. During the day many tourists come to the excursion. It may be overcrowded. In the evenings and in the morning is calm.,6.5,8.2,8,8.4,6,6,7,8,8.5,5,3,4,6,4,7.3,8
Ao Sabparod,2018-01-13 21:43:44.817,Nice wild beach. Very good coral reef. Snorkeling spot.,5.8,8.5,7,6,9.5,0,9,9.5,7,7,7,7,7,3,0,0
Ao Tao - Snorkelling spot,2018-01-13 21:53:53.087,"Nice, small, narrow beach. Very good coral reef. Snorkeling spot.",5.2,8.8,7,6,9.5,0,9.3,5,6.5,6,6,6,7,1.5,0,0
Hin Kong-Snorkelling spot,2018-01-13 22:05:29.203,Not a good coral reef. Not a good snorkeling spot.,4.8,NULL,NULL,NULL,NULL,NULL,9,9,0,4,3,3.5,NULL,NULL,NULL,NULL
Hlam Mae Yai-Snorkelling spot,2018-01-14 07:41:14.393,NULL,5.7,NULL,NULL,NULL,NULL,NULL,8,8,0,6,6,6,NULL,NULL,NULL,NULL
Hlam Sai Ean-Snorkelling spot,2018-01-14 07:48:22.023,Good coral reef. Good snorkeling place.,6.5,NULL,NULL,NULL,NULL,NULL,9,9,0,7,7,7,NULL,NULL,NULL,NULL
Hlam Chong Khat-Snork spot,2018-01-14 08:04:13.150,Very good coral reef. Very good snorkeling place. Can be reached by swimming along the coast of the island from Camping 1.,6.6,NULL,NULL,NULL,NULL,NULL,9,9,0,7,7.2,7.1,NULL,NULL,NULL,NULL
Ko Yang Snorkelling spot,2018-01-14 19:02:35.033,"Nothing special ",4.1,NULL,NULL,NULL,NULL,NULL,6,8.2,0,3,4,3.7,NULL,NULL,NULL,NULL
Ko Ra Ba Snorkeling spot,2018-01-14 19:31:25.630,In some places there is a strong current around the island.,5.7,NULL,NULL,NULL,NULL,NULL,7,9.5,1,6,5,5.5,NULL,NULL,NULL,NULL
Ko Palai Snorkelling spot,2018-01-14 19:45:32.250,Good coral reef of small size. There are a lot of boats with tourists.,5.6,NULL,NULL,NULL,NULL,NULL,7,8.8,0,6,6,6,NULL,NULL,NULL,NULL
Khuk Khak Beach,2018-01-14 20:24:26.010,"A nice, long, almost deserted beach.",5.5,8.4,8,3.3,8.7,8.5,2.5,8,9.7,2,0,0,3.5,10,0,9.5
Bang Niang Beach,2018-01-14 20:38:56.197,Nice beach. Pleasant for walks in the morning and evening. Convenient for long-distance swimming along the shore.,5.4,8,8.3,3,7,9.2,2.6,8.2,9.1,2,0,0,3.5,10,0,9.7
Nang Thong Beach,2018-01-14 20:56:35.257,Nice beach. Pleasant for walks in the morning and evening.,5,7.4,7.8,3.5,7,9.6,2,5.5,7.3,2,0,0,4,10,0,9.5
Trakata Beach,2018-01-15 07:34:35.307,"A small, narrow, often overcrowded beach. A lot of huge stones in the water.",2.4,7,6.5,1.5,2,3.5,2,7,1.5,1.5,0,0,1,1,0,2
Turtle Reef-Beaches,2018-01-22 14:23:28.603,"The beaches around the Turtle Reef belong to the hotels: Sunrise Diamond Beach Resort-Select, Royal Grand Sharm and Vera Club. The beaches are small but wonderful. Their sand is medium beauty. The seabed is rocky. Everywhere, about 50-100 meters from the coast, the depth is almost the same. About 40-70 cm. It is highly dependent on tides. Access to the coral reef is easy on the pontoons. Coral reef is nice, but relatively uniform. It is an almost vertical wall with beautiful coral. The wall ranges from 7 to 15 meters. Then the bottom is relatively rocky and the depth increases sharply. The slope of the coral wall is at an angle of 80-90 degrees. Snorkeling is like swimming parallel to the wall. Despite the beautiful coral wall, snorkeling itself is very monotonous. Just a wall overgrown with nice coral, after which the depth becomes significant. Snorkeling here is not suitable for weak swimmers or people who are afraid of the deep. Expect a gentle sea current, parallel to the shore, with a frequently changing direction. Better swimmers can extend their snorkeling area to the north as well as to the south. There are a lot of pontoons in both directions, where they can relax if needed. The beach is not protected by the north and east winds prevailing in the winter. Expect most of the beach to be exposed to these winds. Often the wind raises wind waves and is not very pleasant for snorkeling.",6.4,5,9.2,5,8.2,9.2,8.5,9.5,1,8,7.5,7.5,0,8.5,0,8.2
Wild Beach-Harbor,2018-01-23 14:35:16.600,"The wild beach area to the Harbor is pretty dirty. When a strong North or Northwest wind blows, the beach is sheltered and is a good alternative. The coral reef in front of the beach is not something special. Rating 4-5. To the right of the beach looking to the sea, the coral reef is a bit better. Rating 5-6. The depth around the wall of the coral reef is on average 2-3-4 meters. In places a little more. The bottom beneath the coral wall is light sand and small coral islands. The area is good for snorkeling of inexperienced people. ",3.4,3.5,1.7,2,8,0,8.5,6,3.5,7,5,5.5,0,1,0,0
Reef Beach,2018-01-23 14:54:49.510,"The reef is right here – a few steps down the stairs and you are at its edge, true story! It is seriously dropping here at 90centigrades, and deep, but the fainter at heart can stay on the shallow ledge and enjoy the fish swimming right up to them… ",5.3,2,7.8,5,4,8,9,9.2,0,8,8.2,8.1,0,0,0,9.5
White Knight Reef Beaches,2018-01-25 16:11:59.630,"White Knight Reef Beaches belong to the hotels:  Hilton Sharks Bay Resort,  Concorde El Salam Hotel,  Island View Resort and Royal Savoy Sharm El Sheikh. The cleanliness of their beaches is kept well. The sand is the best in front of  Island View Resort and Royal Savoy Sharm El Sheikh.  Evaluation 8. Not so good in front of a Hilton Sharks Bay Resort.  Evaluation 6. White Knight Coral Reef is wonderful. Best is in front of a Hilton Sharks Bay Resort and Concorde El Salam Hotel, The underwater landscape of the coral reef across the bay is the same. After a shallow coral plateau (0.5m), there follows a coral wall with a height of 4 to 8 meters. Below the coral wall, the seabed is a mixture of light sand and various coral formations. This second plateau beneath the coral wall, where the depth is from 4 to 8 meters, is wide from 10 to 30-50 meters. Perfect snorkeling area! The marine fauna here is perhaps the most abundant in the whole area of Sharm El Sheikh. The bay is relatively well protected from winds, which is also important for good snorkeling. In the northern part of the bay in front of Siva Sharm Resort, the coral reef is also very good. For the good swimmers, the two reefs to the north - Ras Bob (Montazah Public Beach) and Ras Nasrani are also a good alternative to snorkeling. Their characteristics and quality are similar.",6.2,7.3,9,6.5,4,8.5,9.5,8.5,1.5,9.2,8.6,8.9,0,3.7,0,8.1
Mousa Bay Beach-Nabk,2018-01-29 23:44:45.933,"The seabed is pure sand. Close to the shore is quite deep. About 2m. Windy area. The wind often raises a wind wave. That's why the beach is not suitable for young children. In the winter months, it is not pleasant to stay on the beach.",4.5,6.8,7,2.6,8.4,5,7.5,8,9.5,2,0,0.5,0,5,0,5
Adaaran Prestige Vadoo Resort,2018-01-31 12:21:48.290,"The waters are pristine and clear. It is amazing for relaxation. The corals are beautiful ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Playa del Duque,2018-02-02 23:41:21.463,"Playa Del Duque Beach is located in one of the most beautiful tourist areas of Tenerife, Costa Adela. Beautiful beach with tranquil and turquoise water. The sand is very fine and consists of gray grains. There are many bars and restaurants along the beach. This beach has a blue flag awarded for clean water and sand.Страхотно място за посещение - добра дълга променада  ",5.3,7.8,8.7,5,3,10,7,8.6,5.5,2,0,1.5,0.5,10,0,10
Playa Fanabe,2018-02-02 23:56:59.943,"Volcanic fine sand and a pleasantly calm sea on Playa Fanabe. The water is clean and crystal clear. No junk. You can swim safely off the coast as there is a rescue station. When the sand is wet, it becomes black and sticky, but when it's dry is wonderful. Good beach for family entertainment and games. Many water sports are available on the beach. There are plenty of bars and restaurants nearby. A lot of music from the bars. Playa Fanabe is connected to Playa Torviscas. There is a very nice coastal promenade for a walk.",5.2,5,8.5,3.6,3,10,7.6,8.5,6.1,3,0,2.5,0,10,0,10
Playa Torviscas,2018-02-03 13:00:42.337,"Long and very clean beach.Fin golden sand. The sea is clear and transparent. Pleasant for swimming and snorkeling. The sunsets are beautiful. Long walks along the seafront promenade. This beach connects to Playa Fanaña. From Playa de Torviscas you can easily walk to Puerto Colon, Playa La Pinta and Playa del Duque. There are many shops and restaurants around.",6,9,9,5,2.5,9.5,8.6,8.1,8.1,3.1,0,7,0,9.8,0,10
Nissi Beach-Ayia Napa,2018-02-03 10:11:51.613,"Beautiful but crowded beach. The fine, golden sand is stunning The sea is not deep. Warm water. Waves are rare. Very comfortable with children. Sometimes there are seaweed. The beach is clean. Garbage is removed.",5.3,8.5,8.2,4.4,1,9.5,6,8,9.8,1.4,0,1,4,8.3,0,9.3
Linda Beach-Ayia Napa,2018-02-03 11:26:22.840,"Landa Beach is also aptly called Golden Beach because of its fine golden sand — quite apart from the golden holiday that awaits you here! The bathing conditions are good, especially for children and non-swimmers, and snorkellers too will enjoy the underwater flora and fauna in the clear water.",5.5,8.8,8.5,4,2.8,9.5,6.3,8.3,8.8,1.5,0,1.5,4,8.5,0,9.6
Makronissos Beach-Ayia Napa,2018-02-03 11:53:30.237,"The beach, sand and sea are first class. Good safe swimming for youngsters. The entrance to the water is magnificent, gentle, gradually goes to depth, suitable for both adults and children! The open sea, water from transparent to blue-blue at depth. Not so crowded. ",5.6,9,8.5,6,4,9.3,7,8.5,7.7,1,0,1.5,4,9,0,9
Konnos Beach-Protaras,2018-02-03 12:13:45.457,"Blue clear water with fine sand. Good place for kids though it is shallow. It is also a good place for snorkeling. ",5.2,8.2,7.8,5,3.8,7.7,5,8.4,8.8,1.5,0,2.3,1.5,9.3,0,8.3
Fig Tree Beach-Protaras,2018-02-03 12:42:09.247,"Spacious sandy beach. The water is clean. Sand is regularly treated with cleaning machines. There is also a walkway along the beach with benches to sit and look at the view. ",4.9,8.1,8.3,3.8,2.7,9.2,4.5,8.2,9,1,0,1,3.3,5,0,9.5
